"Index","E_ARS","E_AUD","E_AUT","E_BEF","E_BRL","E_CAD","E_CHF","E_CNY","E_CZK","E_DEM","E_DKK","E_ESP","E_FKK","E_FRA","E_GBP","E_GRD","E_HKD","E_HUF","E_IDR","E_ILS","E_INR","E_IRE","E_ITL","E_JPY","E_KRW","E_MXN","E_MYR","E_NOK","E_NTH","E_NZD","E_PHP","E_PLN","E_RUB","E_SEK","E_SGD","E_SKK","E_THB","E_TRY","E_TWD","E_USD","E_ZAR","EURSTOXX50"
1993-01-31,null,0.05875,0.085,0.08424,null,0.0651563,0.054375,null,0.1344,0.085625,0.153167,0.139,null,0.1290625,0.06375,0.085,0.0362,null,null,null,null,0.23875,0.119375,0.0353125,0.1335,null,null,0.1014,0.0825,0.0762,null,null,null,0.0976,0.0231,null,null,null,0.065,0.0325,null,0.0963879252712876
1993-02-28,null,0.055,0.083125,0.09,null,0.05875,0.055,null,0.1406,0.083125,0.114167,0.15241,null,0.120625,0.0625,0.083125,0.0338,null,null,null,null,0.135,0.113125,0.033125,0.1215,null,null,0.0916,0.0801,0.075,null,null,null,0.0932,0.02,null,null,null,0.065,0.0321094,null,0.0905211065158263
1993-03-31,null,0.0525,0.079375,0.08266,null,0.050625,0.051875,null,0.17595,0.079375,0.099667,0.1378,null,0.10125,0.06,0.079375,0.0338,null,null,null,null,0.09375,0.115,0.033125,0.1145,null,null,0.0894,0.0753,0.0708,null,null,null,0.0971,0.0169,null,null,null,0.065,0.0325,null,0.0813820568318322
1993-04-30,null,0.051875,0.0775,0.07625,null,0.0515625,0.05125,null,0.1644,0.076875,0.086167,0.14685,null,0.0808984,0.061875,0.0775,0.0319,null,null,null,null,0.083125,0.110625,0.0325,0.1135,null,null,0.0761,0.0737,0.069,null,null,null,0.0948,0.0288,null,null,null,0.065,0.031875,null,0.0757809644362574
1993-05-31,null,0.051875,0.0763281,0.07027,null,0.0489063,0.0515625,null,0.1506,0.07625,0.077667,0.11143,null,0.075625,0.059375,0.0763281,0.0342188,null,null,null,null,0.075,0.108125,0.033125,0.1155,null,null,0.0747,0.0686,0.0651,null,null,null,0.0874,0.0306,null,null,null,0.065,0.03375,null,0.0701302954803738
1993-06-30,null,0.0517188,0.075625,0.0675,null,0.0453125,0.0503125,null,0.13315,0.075625,0.148333,0.10806,null,0.0705078,0.060625,0.075625,0.039375,null,null,null,null,0.065,0.096875,0.033125,0.134,null,null,0.0623,0.0662,0.063,null,null,null,0.0832,0.0281,null,null,null,0.065,0.033125,null,0.0673996047733876
1993-07-31,null,0.0484375,0.06875,0.0875,null,0.04125,0.046875,null,0.1194,0.06875,0.10575,0.12125,null,0.0971875,0.0589063,0.06875,0.0346875,null,null,null,null,0.06375,0.0925,0.0325,0.1425,null,null,0.0629,0.0637,0.0555,null,null,null,0.0821,0.0281,null,null,null,0.065,0.033125,null,0.0739430243030907
1993-08-31,null,0.0475,0.066875,0.10414,null,0.048125,0.048125,null,0.1169,0.066875,0.092583,0.10225,null,0.0742187,0.06,0.066875,0.0339063,null,null,null,null,0.06625,0.093125,0.0279688,0.157,null,0.0697,0.0623,0.0646,0.0548,null,null,null,0.0759,0.0275,null,null,null,0.065,0.0325,null,0.0730064652007811
1993-09-30,null,0.04875,0.0675,0.09625,null,0.048125,0.0475,null,0.1055,0.0675,0.08225,0.0997,null,0.0714453,0.060625,0.0675,0.0339063,null,null,null,null,0.06875,0.0875,0.025625,0.1435,null,0.0682,0.0656,0.0636,0.0539,null,null,null,0.0753,0.0281,null,null,null,0.0635,0.03375,null,0.0708534547346198
1993-10-31,null,0.0475,0.065,0.08953,null,0.0451563,0.045625,null,0.0923,0.065,0.079917,0.09225,null,0.0679296,0.0575,0.065,0.0336719,null,null,null,null,0.065625,0.08625,0.0242188,0.1385,null,0.0665,0.0574,0.0615,0.0517,null,null,null,0.0745,0.02,null,null,null,0.0635,0.034375,null,0.0673636021051772
1993-11-30,null,0.048125,0.0625,0.07496,null,0.0417188,0.045,null,0.0777,0.0625,0.068383,0.09044,null,0.0664843,0.054375,0.0625,0.036875,null,null,null,null,0.064375,0.09,0.021875,0.125,null,0.0655,0.0554,0.0581,0.059,null,null,null,0.0722,0.025,null,null,null,0.0635,0.035,null,0.062391142858211
1993-12-31,null,0.0475,0.059375,0.06875,null,0.0385938,0.04125,null,0.0753,0.059375,0.062667,0.08725,null,0.0633203,0.054375,0.059375,0.0382031,null,null,null,null,0.06375,0.0825,0.02125,0.1235,null,0.065,0.0572,0.0544,0.0496,null,null,null,0.0689,0.0331,null,null,null,0.0635,0.03375,null,0.0587930629605144
