Date,TimeSeries.TotalReturnIndex
31/08/2010,90.822000000000000
30/09/2010,98.891000000000000
31/10/2010,102.597000000000000
30/11/2010,100.328000000000000
31/12/2010,99.713000000000000
31/01/2011,99.474000000000000
28/02/2011,97.598000000000000
31/03/2011,102.648000000000000
30/04/2011,104.174000000000000
31/05/2011,104.685000000000000
30/06/2011,100.895000000000000
31/07/2011,100.235000000000000
31/08/2011,90.839000000000000
30/09/2011,75.517000000000000
31/10/2011,86.747000000000000
30/11/2011,79.566000000000000
31/12/2011,81.448000000000000
31/01/2012,90.126000000000000
29/02/2012,96.014000000000000
31/03/2012,89.496000000000000
30/04/2012,92.602000000000000
31/05/2012,82.922000000000000
30/06/2012,84.713000000000000
31/07/2012,85.893000000000000
31/08/2012,83.229000000000000
30/09/2012,88.676000000000000
31/10/2012,93.705000000000000
30/11/2012,95.457000000000000
31/12/2012,100.062000000000000
31/01/2013,104.251000000000000
28/02/2013,100.143000000000000
31/03/2013,95.665000000000000
30/04/2013,96.727000000000000
31/05/2013,95.933000000000000
30/06/2013,89.337000000000000
31/07/2013,92.958000000000000
31/08/2013,95.202000000000000
30/09/2013,100.263000000000000
31/10/2013,102.754000000000000
30/11/2013,107.743000000000000
31/12/2013,104.063000000000000
31/01/2014,97.230000000000000
28/02/2014,99.734000000000000
31/03/2014,98.001000000000000
30/04/2014,95.715000000000000
31/05/2014,100.228000000000000
30/06/2014,103.496000000000000
31/07/2014,111.939000000000000
31/08/2014,112.192000000000000
30/09/2014,105.276000000000000
31/10/2014,109.674000000000000
30/11/2014,111.389000000000000
31/12/2014,112.677000000000000
31/01/2015,115.205000000000000
28/02/2015,118.970000000000000
31/03/2015,121.796000000000000
30/04/2015,142.073000000000000
31/05/2015,136.838000000000000
30/06/2015,129.356000000000000
31/07/2015,115.445000000000000
31/08/2015,101.928000000000000
30/09/2015,99.995000000000000
31/10/2015,109.075000000000000
30/11/2015,105.422000000000000
31/12/2015,104.027000000000000
31/01/2016,91.135000000000000
29/02/2016,88.764000000000000
31/03/2016,99.107000000000000
30/04/2016,98.918000000000000
31/05/2016,98.310000000000000
30/06/2016,99.416000000000000
31/07/2016,102.920000000000000
31/08/2016,110.469000000000000
30/09/2016,113.275000000000000
